,RecordKey,Website.ID,Website.RecordKey,SiteName,Site.section,ViceCounty,established,GridReference,Projection,Precision,lat,long,transect.OS1936.lat,Transect.OS1936.long,transect_length,section_length,section_grid_ref,H1,H2,H3,H4,habitat_description,L1,L2,land_use_description,Recorder,start_time,end_time,sunshine,wind_speed,temperature,TaxonVersionKey,species,latin,queens,workers,males,unknown,Comment,transect_comment,flower_visited,StartDate,EndDate,DateType,Year,Month,Day,Sensitive,Week,TotalCount,Year_Bin,site_count
48252,34833,2422414,iBRC2422414,Lytes Cary Meadows,Lytes Cary Meadows - S7,North Somerset,2015.0,ST532259,OSGB,100,51.03049469,-2.66878891,51.03002548,-2.667457104,2319.0,329.0,ST533261,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,25. Hedgerows,,,Field margin of arable field.,L1 - Agriculture,,See above.,"Butler, John",14:20,15:30,Sunny,4. Dust raised and small branches move,18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,3,0,0,,,,02/09/2015,02/09/2015,D,2015,9,2,False,36,3,2015-2016,9
48898,34126,2519812,iBRC2519812,Pegwell Bay NR,Pegwell Bay NR - S2,East Kent,2013.0,TR341632,OSGB,100,51.31964874,1.358322144,51.31915283,1.360041738,2582.0,1307.0,TR338627,2. Coastal dune grassland,4. Coastal dune and sand scrub,1. Marine saltmarshes/estuaries/saline reedbeds,,,L6 - Outdoor amenity and open spaces,,,"Greig, Julie and Douglas",09:15,10:15,Sunny,Not recorded/no data,14.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,1,0,,,,20/09/2015,20/09/2015,D,2015,9,20,False,39,1,2015-2016,1
49039,33943,2534212,iBRC2534212,Cliffe Pools,Cliffe Pools - S2,West Kent,2009.0,TQ720770,OSGB,100,51.46577835,0.474812508,51.46530914,0.47644034,5941.0,1621.0,TQ725777,19. Seasonally wet and wet marshy grasslands,22. Dry scrub/shrub thickets,,,Rank grass to path edges beyond which is sheep grazed fresh marsh on one side and heavily grazed shrubby grassland. (This area used to be rank grass and shrub but is now heavily cattle grazed with a much reduced surcud height). 50% of scrub now removed.,,,,"Larkin, Paul",13:00,14:50,Sunny,1. Slight smoke drift,18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,2,0,,,,25/09/2015,25/09/2015,D,2015,9,25,False,39,4,2015-2016,26
54179,62083,3313817,iBRC3313817,Lytes Cary Meadows,Lytes Cary Meadows - S5,North Somerset,2015.0,ST532259,OSGB,100,51.03049469,-2.66878891,51.03002548,-2.667457104,2319.0,690.0,ST531259,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Field sown in 2014 with a wildflower/grass mix.,L1 - Agriculture,,Field will probably be grazed by sheep and cattle from late summer through to late autumn.,"Butler, John",13:55,15:00,Cloudy,4. Dust raised and small branches move,17.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,red clover,14/06/2016,14/06/2016,D,2016,6,14,False,25,1,2015-2016,9
55830,61088,3467315,iBRC3467315,Lytes Cary Garden 2015,Lytes Cary Garden 2015 - S8,North Somerset,2014.0,ST533265,OSGB,100,51.0358963,-2.6674366,51.03542709,-2.666104317,388.0,49.0,ST532265,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,Cutting garden,L6 - Outdoor amenity and open spaces,,,"waterhouse, sue",14:20,15:30,Sunny/Cloudy,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Cersium,21/06/2016,21/06/2016,D,2016,6,21,False,26,1,2015-2016,8
60090,59695,3664916,iBRC3664916,Lytes Cary,Lytes Cary - S2,North Somerset,2013.0,ST535267,OSGB,100,51.03770447,-2.664609194,51.03723526,-2.663276672,1940.0,576.0,ST532267,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,,,,,L1 - Agriculture,,,"Butler, John",13:55,14:55,Cloudy,5. Small trees in leaf begin to sway,16.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,red bartsia,15/07/2016,15/07/2016,D,2016,7,15,False,29,2,2015-2016,12
64517,52985,4080640,iBRC4080640,Lytes Cary,Lytes Cary - S2,North Somerset,2013.0,ST535267,OSGB,100,51.03770447,-2.664609194,51.03723526,-2.663276672,1940.0,576.0,ST532267,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,,,,,L1 - Agriculture,,,"Butler, John",10:45,11:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,Red Bartsia,13/08/2016,13/08/2016,D,2016,8,13,False,33,2,2015-2016,12
64523,52980,4080645,iBRC4080645,Lytes Cary,Lytes Cary - S3,North Somerset,2013.0,ST535267,OSGB,100,51.03770447,-2.664609194,51.03723526,-2.663276672,1940.0,510.0,ST535271,25. Hedgerows,,,,,L12 - Transport tracks and ways,,,"Butler, John",10:45,11:45,Sunny/Cloudy,3. Leaves and twigs in slight motion,18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Knapweed,13/08/2016,13/08/2016,D,2016,8,13,False,33,1,2015-2016,12
65925,53401,4032928,iBRC4032928,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S1,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,61.0,TQ548787,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,An area known as the wildlife garden which consists mainly of pollen-rich non-native plants.,L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",12:45,14:00,Sunny/Cloudy,3. Leaves and twigs in slight motion,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,18/08/2016,18/08/2016,D,2016,8,18,False,34,1,2015-2016,30
68527,53252,4045930,iBRC4045930,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S1,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,61.0,TQ548787,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,An area known as the wildlife garden which consists mainly of pollen-rich non-native plants.,L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:15,12:20,Sunny,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,15/09/2016,15/09/2016,D,2016,9,15,False,38,1,2015-2016,30
68528,53244,4045938,iBRC4045938,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S2,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,498.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,"Area bordering the visitor trail consists f recently planted native shrubs and contains areas of nettle and black horehound, ragwort, tufted vetch and black mustard with areas of bramble.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",11:15,12:20,Sunny,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,,15/09/2016,15/09/2016,D,2016,9,15,False,38,2,2015-2016,30
68532,53241,4045941,iBRC4045941,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S6,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,595.0,TQ548795,16. Dry semi/unimproved acid grassland,,,,"Acid grassland bordering a trackway, consisting of areas of bare ground and sand heaps. Further down the track there are areas of bramble, knapweed and fine grasses. There has been some recent planting of native shrubs towards the roadside of this area.",L12 - Transport tracks and ways,,Trackway with bordering land left for nature conservation interest.,"Hoare, Jerry",11:15,12:20,Sunny,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,15/09/2016,15/09/2016,D,2016,9,15,False,38,1,2015-2016,30
71127,89007,4865215,iBRC4865215,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S4,South Essex,2017.0,TQ770846,OSGB,100,51.53250504,0.550533235,51.53203964,0.552184999,2525.0,460.0,TQ768845,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",22. Dry scrub/shrub thickets,,"footpath between lines of dense hedgerow of elder, blackthorn, bramble, hawthorn, lined with nettle species and other flowering plants",L6 - Outdoor amenity and open spaces,,footpath sides are cut throughout summer to maintain open footpath,"Jones, Susy",14:40,15:45,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",14.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,1,0,0,0,,,dandelion,18/04/2017,18/04/2017,D,2017,4,18,False,16,1,2017-2018,65
73910,85881,5106707,iBRC5106707,Lytes Cary Garden 2015,Lytes Cary Garden 2015 - S8,North Somerset,2014.0,ST533265,OSGB,100,51.0358963,-2.6674366,51.03542709,-2.666104317,388.0,49.0,ST532265,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,Cutting garden,L6 - Outdoor amenity and open spaces,,,"waterhouse, sue",15:10,15:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,17.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,Cersium,23/05/2017,23/05/2017,D,2017,5,23,False,21,2,2017-2018,8
75079,84942,5144890,iBRC5144890,Lytes Cary Garden 2015,Lytes Cary Garden 2015 - S8,North Somerset,2014.0,ST533265,OSGB,100,51.0358963,-2.6674366,51.03542709,-2.666104317,388.0,49.0,ST532265,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,Cutting garden,L6 - Outdoor amenity and open spaces,,,"waterhouse, sue",14:00,15:45,Cloudy,1. Slight smoke drift,19.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Cirsium,30/05/2017,30/05/2017,D,2017,5,30,False,22,1,2017-2018,8
81081,84170,5197904,iBRC5197904,Lytes Cary,Lytes Cary - S2,North Somerset,2013.0,ST535267,OSGB,100,51.03770447,-2.664609194,51.03723526,-2.663276672,1940.0,576.0,ST532267,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,,,,,L1 - Agriculture,,,"Butler, John",14:12,15:43,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,the red bartsia is flowering about two weeks earlier than last year,,red bartsia,26/06/2017,26/06/2017,D,2017,6,26,False,26,1,2017-2018,12
81272,84158,5198110,iBRC5198110,Lytes Cary Meadows,Lytes Cary Meadows - S1,North Somerset,2015.0,ST532259,OSGB,100,51.03049469,-2.66878891,51.03002548,-2.667457104,2319.0,338.0,ST537263,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,25. Hedgerows,,,"Margin of arable field abutted by hedge (mainly blackthorn), margin partly mown on a regular basis as forms part of estate walk.",L1 - Agriculture,L6 - Outdoor amenity and open spaces,See above.,"Butler, John",15:45,17:19,Cloudy,"2. Wind felt on face, leaves rustle",20.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,Red bartsia,26/06/2017,26/06/2017,D,2017,6,26,False,26,1,2017-2018,9
86665,73678,5738832,iBRC5738832,RSPB West Canvey Marsh,RSPB West Canvey Marsh - S6,South Essex,2017.0,TQ770846,OSGB,100,51.53250504,0.550533235,51.53203964,0.552184999,2525.0,519.0,TQ765849,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,footpath flanked by hay meadow and hedgerow. nettle species and other flowering plants grow on footpath edges,L6 - Outdoor amenity and open spaces,L1 - Agriculture,footpath edges are mown periodically throughout summer to keep footpath open.,Ian White & Amy Ross,11:15,13:45,Sunny/Cloudy,4. Dust raised and small branches move,21.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,0,1,worker or male,,vetch sp.,21/07/2017,21/07/2017,D,2017,7,21,False,29,1,2017-2018,65
87537,80550,5441415,iBRC5441415,Lytes Cary,Lytes Cary - S2,North Somerset,2013.0,ST535267,OSGB,100,51.03770447,-2.664609194,51.03723526,-2.663276672,1940.0,576.0,ST532267,38. Bare ground/weeds of arable field margins or fallow/recently abandoned arable crops,,,,,L1 - Agriculture,,,"Butler, John",13:55,15:21,Sunny,"2. Wind felt on face, leaves rustle",24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,2,0,0,,,both on red bartsia,25/07/2017,25/07/2017,D,2017,7,25,False,30,2,2017-2018,12
87758,80563,5440938,iBRC5440938,Lytes Cary Meadows,Lytes Cary Meadows - S5,North Somerset,2015.0,ST532259,OSGB,100,51.03049469,-2.66878891,51.03002548,-2.667457104,2319.0,690.0,ST531259,17. Dry semi/unimproved (flower rich) neutral grassland,,,,Field sown in 2014 with a wildflower/grass mix.,L1 - Agriculture,,Field will probably be grazed by sheep and cattle from late summer through to late autumn.,"Butler, John",15:22,16:17,Sunny,"2. Wind felt on face, leaves rustle",23.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,bird's foot trefoil,25/07/2017,25/07/2017,D,2017,7,25,False,30,1,2017-2018,9
92612,75882,5645773,iBRC5645773,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S1,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,61.0,TQ548787,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,An area known as the wildlife garden which consists mainly of pollen-rich non-native plants.,L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",12:40,13:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,5,0,0,,,,22/08/2017,22/08/2017,D,2017,8,22,False,34,5,2017-2018,30
92614,75874,5645781,iBRC5645781,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S2,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,498.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,"Area bordering the visitor trail consists f recently planted native shrubs and contains areas of nettle and black horehound, ragwort, tufted vetch and black mustard with areas of bramble.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",12:40,13:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,1,0,,,,22/08/2017,22/08/2017,D,2017,8,22,False,34,1,2017-2018,30
92616,75876,5645779,iBRC5645779,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S2,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,498.0,TQ547787,17. Dry semi/unimproved (flower rich) neutral grassland,22. Dry scrub/shrub thickets,21. Stands of tall herbs (e.g. nettle and willow-herb beds),,"Area bordering the visitor trail consists f recently planted native shrubs and contains areas of nettle and black horehound, ragwort, tufted vetch and black mustard with areas of bramble.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",12:40,13:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,3,0,0,,,,22/08/2017,22/08/2017,D,2017,8,22,False,34,3,2017-2018,30
92624,75869,5645786,iBRC5645786,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S5,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,280.0,TQ549793,16. Dry semi/unimproved acid grassland,,,,"Acid grassland with areas of ragwort, nettle, chicory and vervain and patches of bare ground.",L6 - Outdoor amenity and open spaces,,Nature reserve,"Hoare, Jerry",12:40,13:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,5,0,0,,,,22/08/2017,22/08/2017,D,2017,8,22,False,34,5,2017-2018,30
92628,75865,5645791,iBRC5645791,RSPB Rainham Marshes - centre-woodland,RSPB Rainham Marshes - centre-woodland - S6,South Essex,2015.0,TQ549790,OSGB,100,51.48868179,0.229724601,51.48822021,0.231344625,2033.0,595.0,TQ548795,16. Dry semi/unimproved acid grassland,,,,"Acid grassland bordering a trackway, consisting of areas of bare ground and sand heaps. Further down the track there are areas of bramble, knapweed and fine grasses. There has been some recent planting of native shrubs towards the roadside of this area.",L12 - Transport tracks and ways,,Trackway with bordering land left for nature conservation interest.,"Hoare, Jerry",12:40,13:50,Sunny/Cloudy,3. Leaves and twigs in slight motion,24.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,1,0,0,,,,22/08/2017,22/08/2017,D,2017,8,22,False,34,1,2017-2018,30
92864,72724,5796165,iBRC5796165,RSPB Bowers Marsh,RSPB Bowers Marsh - S2,South Essex,2017.0,TQ755860,OSGB,100,51.54555511,0.529634833,51.54509354,0.531285107,1806.0,640.0,TQ758867,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,"Hardstanding footpath on flower rich neutral semi improved grass, hay meadow on one side, elm hedgerow on other side. Footpath edges seasonally mown, as with section 1. Almost 2 thirds of the way along, the path is flanked by a legume rich turtle dove plot with thorny hedgerow on one side, and hedgerow and seasonally wet semi improved, neutral, ungrazed area on the other side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,Mark Dredge & Johnnie Johnson,13:00,14:30,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,3,0,0,,,,24/08/2017,24/08/2017,D,2017,8,24,False,34,3,2017-2018,15
92866,72722,5796167,iBRC5796167,RSPB Bowers Marsh,RSPB Bowers Marsh - S3,South Essex,2017.0,TQ755860,OSGB,100,51.54555511,0.529634833,51.54509354,0.531285107,1806.0,421.0,TQ757862,17. Dry semi/unimproved (flower rich) neutral grassland,14. Inland swamp/fen stands without open water (e.g. reed and sedgebeds),1. Marine saltmarshes/estuaries/saline reedbeds,,"Hardstanding footpath, seasonally mown, on flower rich neutral semi improved grass, surrounded by reedbed, and brackish lagoon on one side.",L6 - Outdoor amenity and open spaces,L1 - Agriculture,,Mark Dredge & Johnnie Johnson,13:00,14:30,Sunny/Cloudy,"2. Wind felt on face, leaves rustle",18.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,4,0,0,,,,24/08/2017,24/08/2017,D,2017,8,24,False,34,4,2017-2018,15
94894,69371,6279163,iBRC6279163,Woodlands Farm,Woodlands Farm - S2,West Kent,2016.0,TQ447765,OSGB,100,51.46891403,0.081892528,51.46845245,0.083497934,1543.0,143.0,TQ445763,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,Concrete carpark with grasses and some plants down the edge.,L14 - Car parks,,Used as a car park,"Ricketts, Hannah",14:00,15:30,Cloudy,4. Dust raised and small branches move,17.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,0,2,,,,21/09/2017,21/09/2017,D,2017,9,21,False,38,2,2017-2018,6
94895,69372,6279162,iBRC6279162,Woodlands Farm,Woodlands Farm - S2,West Kent,2016.0,TQ447765,OSGB,100,51.46891403,0.081892528,51.46845245,0.083497934,1543.0,143.0,TQ445763,"32. Bare ground/woodland herb/grass mosaics of woodland rides, hedgebanks and green lanes",,,,Concrete carpark with grasses and some plants down the edge.,L14 - Car parks,,Used as a car park,"Ricketts, Hannah",14:00,15:30,Cloudy,4. Dust raised and small branches move,17.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,1,0,0,2,,,,21/09/2017,21/09/2017,D,2017,9,21,False,38,3,2017-2018,6
94902,69370,6279164,iBRC6279164,Woodlands Farm,Woodlands Farm - S5,West Kent,2016.0,TQ447765,OSGB,100,51.46891403,0.081892528,51.46845245,0.083497934,1543.0,294.0,TQ449763,17. Dry semi/unimproved (flower rich) neutral grassland,25. Hedgerows,,,Wild flower and grassland meadow with a bramble hedgerow along one side,L1 - Agriculture,,Grazed by livestock most of the year except summer where left to allow the wildflowers to grow before being cut for hay in July,"Ricketts, Hannah",14:00,15:30,Cloudy,4. Dust raised and small branches move,17.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,0,3,,,Bramble,21/09/2017,21/09/2017,D,2017,9,21,False,38,3,2017-2018,6
95541,69363,6279196,iBRC6279196,Woodlands Farm,Woodlands Farm - S1,West Kent,2016.0,TQ447765,OSGB,100,51.46891403,0.081892528,51.46845245,0.083497934,1543.0,51.0,TQ445763,39. Ornamental shrubs/trees/lawns of churches/parks/domestic gardens etc,,,,Cottage garden with flower beds and gravel pathways,L11 - Allotments and city farms,L28 - Education,Used as a garden by visitors to the farm,"Ricketts, Hannah",14:05,15:05,Cloudy,1. Slight smoke drift,14.0,NHMSYS0000875593,Shrill Carder,Bombus sylvarum,0,0,0,2,,,,18/10/2017,18/10/2017,D,2017,10,18,False,42,2,2017-2018,6
96369,117802,6639561,iBRC6639561,Cliffe Marshes,Cliffe Marshes - S6,West Kent,2018.0,TQ738768,OSGB,100,51.46343613,0.500613332,51.46296692,0.502257943,4008.0,680.0,TQ730767,25. Hedgerows,,,,,L6 - Outdoor amenity and open spaces,,,"Belsey, Sonia",13:35,15:40,Sunny,3. Leaves and twigs in slight motion,16.0,NHMSYS0000875593,,Bombus sylvarum,1,0,0,0,,,,14/04/2018,14/04/2018,D,2018,4,14,False,15,1,2017-2018,6
